smiles,Egc,Egb,Eib,Ei,Eea,nc,ne,TSb,TSy,YM,permCH4,permCO2,permH2,permO2,permN2,permHe,Eat,LOI,Xc,Xe,Cp,Td,Tg,Tm
[*]Nc1ccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4cc(C)c(Nc5cccc([*])c5C)c(C)c4)c2)C3=O)cc1,3.8017142,3.547439,3.543577,6.01747,2.2512681,1.9365894,1.6211479,89.36373,71.7891,1916.1279,0.8151171,14.897824,38.608604,3.6439161,0.8296027,31.69278,-6.0916243,28.797392,32.790535,34.062202,1.2699859,771.89484,561.2416,641.93207
[*]Oc1ccc2ccccc2c1-c1ccc(N=Nc2ccc(-c3nc([*])nc(-c4ccc5c(c4)C(=O)N(c4ccccc4)C5=O)n3)cc2)cc1[N+](=O)[O-],3.2822206,2.9569228,3.2638965,5.859532,2.5199194,1.9486375,1.6458371,92.23549,71.55807,2300.3096,0.5900898,8.723112,20.956928,2.5213625,0.6003611,20.072569,-6.0452175,30.0194,35.307972,35.185883,1.2485371,738.9178,511.2974,593.72614
[*]c1ccc(-c2cccc(-c3ccc(-c4cccc(-c5ccc(-c6cc([*])c7cccnc7c6)cc5)c4)cc3)c2)cc1,3.631892,3.2467403,3.5403376,5.838725,2.4125235,2.0308697,1.666324,71.96969,69.22337,2323.0422,0.727293,8.887057,21.012318,2.1242251,0.6584766,19.736149,-6.0834594,34.06921,44.56727,38.722782,1.2169688,787.1184,523.55597,640.3912
[*]c1cc(COc2cc(-c3ccc4c(c3)C(=O)N([*])C4=O)cc(C(F)(F)F)c2)c2ccccc2n1,3.452666,2.976472,3.2871683,5.977514,2.4577758,1.8902603,1.6027772,78.09592,72.39441,1826.3557,0.7394483,16.341822,37.915466,4.468478,0.8528727,33.47065,-6.096811,31.268175,37.08294,35.107895,1.2144518,726.13947,505.8724,624.1961
[*]c1ccc2c(c1)C(=O)N(c1cc(-c3ccc(C4CC(=O)N(C([*])(C(F)(F)F)C(F)(F)F)C4=O)c(C)c3)ccc1N=Nc1ccc([N+](=O)[O-])cc1)C2=O,3.245376,2.9423926,3.3488944,5.717223,2.4220185,1.87577,1.6009712,94.96382,71.885025,2029.8531,0.41442394,9.560126,25.451021,2.4128873,0.5027845,25.049591,-5.958894,33.415215,40.643654,38.798897,1.2692661,697.48193,498.0038,580.12537
[*]c1ccc(P(=O)(c2ccccc2)c2ccc(-c3ccc(NCc4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C)cc3)cc2)cc1,3.523302,3.1755974,3.4204934,5.87001,2.3339574,1.984115,1.6468952,83.88559,66.82039,1940.447,0.3836689,8.682886,21.444983,2.3138871,0.41052973,18.140024,-6.0765605,32.71993,40.809242,38.957928,1.2636101,717.97833,492.2371,591.60114
[*]Oc1nc2cc(-c3cc(C(=O)OC)ccc3-c3ccc([*])cc3)ccc2[nH]1,3.7259204,3.3586745,3.4312716,5.8219786,2.0384514,2.053226,1.6789824,96.23125,67.80689,2141.568,0.9117317,8.128975,17.974813,2.7066343,0.7926228,16.267624,-6.0948,31.497948,39.480984,35.170616,1.2190744,757.4951,512.1317,608.6306
[*]CN1C(=O)c2ccc(C(C)(C)c3ccccc3-c3ccc(N=Nc4ccc(-c5ccc(N=Nc6ccc([*])cc6)cc5)cc4)cc3)cc2C1=O,3.088222,2.6900673,3.1247706,5.7192063,2.331333,1.9492494,1.6299255,83.11454,75.301285,1950.5435,0.9587984,13.787555,30.449736,3.3958645,0.8742051,25.089708,-6.1091866,30.901917,38.89087,35.74465,1.2398679,779.0982,516.61176,617.1241
[*]Nc1ccc(-c2cccc(-c3ccc(N=Nc4ccc([N+](=O)[O-])cc4)c(C4CCC(c5ccc(C([*])=O)cc5C)CC4C)c3)c2)cc1,3.170423,2.8119557,3.27549,5.6449423,2.34502,1.973663,1.6438191,98.794525,77.91142,2211.216,0.59392476,7.5151043,19.4465,1.9724646,0.5491103,16.394573,-6.133854,29.22047,33.602116,33.45747,1.2333249,733.93176,509.53067,591.0347
[*]Oc1ccc(Cc2cc(-c3ccc(C4(c5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5)c5ccccc5-c5ccccc54)cc3)ccc2N=Nc2ccc([N+](=O)[O-])cc2)c(C)c1,3.5398831,3.2486572,3.4306705,5.8812685,2.3123155,1.9053042,1.6170963,98.71678,79.3041,2109.78,0.84216726,13.579124,28.934744,3.4652214,0.8342893,24.740536,-6.133819,29.016108,33.356487,32.290257,1.2163928,735.22296,527.928,596.9764
[*]CCCN1C(=O)c2ccc(-c3ccc(S(=O)(=O)c4ccc(-c5c(C)cc(-c6ccc(-c7ccc(N(CCC[*])c8ccc(C)cc8)cc7)c(C)c6)cc5C)cc4)cc3)cc2C1=O,3.4621263,3.1176188,3.410725,5.853317,2.3169954,1.8974677,1.60644,85.64174,71.218956,1899.6616,0.99665654,19.455448,37.86203,5.1423855,1.0919511,31.609718,-6.091071,31.428196,43.00392,36.73956,1.2296101,752.7359,528.37134,613.67786
[*]c1ccc2c(c1)C(=O)N(c1cc(-c3cccc4c3C(=O)N([*])C4=O)ccc1-c1ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc1-c1ccc3c(c1)C(=O)c1ccccc1C3=O)C2=O,3.1661737,2.8437724,3.1813724,5.8880982,2.526264,1.9824425,1.65311,82.58626,71.051285,1855.0624,0.42433774,9.013363,26.116663,2.138868,0.54648876,26.39518,-6.101333,31.976915,37.703003,35.191177,1.2134545,767.27216,545.1326,614.1244
[*]Oc1ccc2nc(-c3ccc(N=Cc4ccc(N5C(=O)c6ccc(-c7cccc(-c8cccc([*])c8)c7)cc6C5=O)cc4)cc3)oc2c1,3.2844281,2.8994067,3.2709138,5.7906322,2.4795728,2.0266798,1.6649253,96.15315,67.777534,1957.9895,0.5597708,6.0336795,18.202192,1.662262,0.5293653,15.732246,-6.0761375,32.594482,40.41058,36.281483,1.2253072,765.4568,513.49506,595.0492
[*]c1ccc(-c2cc([*])ccc2-c2ccc3c(c2)C(=O)N(c2ccc(P(=O)(c4ccccc4)c4ccc(Cc5ccc([N+](=O)[O-])cc5)cc4)cc2)C3=O)cc1,3.4917252,3.179334,3.3825004,5.9627914,2.4477506,1.949098,1.6340721,91.04364,71.010185,2248.7937,0.33501434,7.0343094,18.198088,1.9630313,0.38097954,16.014496,-6.093346,31.614431,38.569878,36.876698,1.2506373,741.9793,529.7188,595.5505
[*]c1ccc(-c2ccc(-c3ccc([*])s3)cc2)c(C(=O)NNC(=O)c2ccc(C3(c4ccc(C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c1,3.4725103,3.1023881,3.3157685,5.883829,2.2467837,1.9277896,1.6298277,91.02098,75.49715,2269.9854,0.6169244,12.228163,27.52112,3.4527168,0.7253344,27.032326,-6.0778418,34.26491,44.59206,39.560688,1.2489325,704.81683,523.00934,609.718
[*]Nc1ccc(C#Cc2ccc(N3C(=O)c4cccc(N5C(=O)c6cccc(N7C(=O)c8cccc(N9C(=O)c%10cccc(-c%11cccc%12c%11C(=O)N([*])C%12=O)c%10C9=O)c8C7=O)c6C5=O)c4C3=O)cc2)cc1,3.1300828,2.6559687,3.0498827,5.8851686,2.4451997,1.9484491,1.6365135,83.17475,60.60701,1821.5792,0.6698307,15.258209,35.92755,3.512371,0.72208714,29.512413,-6.09901,30.53035,36.530964,35.638687,1.2196251,768.6263,553.23566,626.20795
[*]N1C(=O)c2ccc(-c3cc(-c4ccc(N([*])C)cc4)ccc3-c3c(C)cc(Oc4cccc5ccccc45)cc3C)cc2C1=O,3.45516,3.292997,3.3745165,5.857799,2.2342336,1.942226,1.6231272,83.35474,71.00101,1847.2161,0.93505514,13.153858,35.98254,3.5316286,0.92905736,34.201244,-6.063119,33.92215,42.81868,38.79361,1.2671534,753.57294,506.0959,580.4233
[*]c1ccc(-c2ccc(OC)cc2N2C(=O)c3c(c(-c4cccc(CCCCC)c4)c4ccccc4c3[*])C2=O)cc1,3.2613578,2.9345512,3.4066203,5.665192,2.3819845,1.9272503,1.6252936,89.68993,74.47518,1856.2656,1.0741127,15.062298,31.431889,4.1496115,1.007184,28.206017,-6.125682,28.667698,34.125298,34.010498,1.2425306,778.30945,529.9736,626.2021
[*]Nc1ccc(-c2cc(N(C)c3ccc4c(c3)C(=O)N(c3ccc([*])cc3)C4=O)nn2-c2ccccc2)cc1,3.198733,2.8682885,3.374926,5.551403,2.251567,2.0060103,1.6640333,91.32726,74.8875,2306.2102,0.53107405,7.7154493,18.434708,1.6686277,0.5236299,17.900614,-6.1410503,31.487762,34.607933,32.268223,1.1970302,785.4747,525.8007,628.9111
[*]Cc1cccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4ccc(C5(c6ccc(-c7ccc(C8(c9ccc([*])cc9)CCc9ccccc98)cc7)cc6)CCc6ccccc65)cc4)c2)C3=O)c1,3.5412698,3.3074903,3.4944296,5.701687,2.1285672,1.9805591,1.6545588,100.46503,77.66325,2265.1733,0.52943635,9.835038,23.498125,2.5747871,0.57471347,21.274942,-6.09484,31.26412,37.582336,34.781036,1.2147688,788.9467,542.4564,642.9074
[*]c1cccc(-c2cccc(-c3c(C)cc(-c4c(C)cc(N5C(=O)c6ccc(-c7ccc8nc([*])oc8c7)cc6C5=O)cc4C)cc3C)c2)c1,3.5806377,3.3028412,3.3282216,5.991864,2.3172846,1.9746357,1.6348705,95.48561,69.02325,2048.9426,1.1285775,16.259941,38.92205,4.1926947,1.1027608,31.454556,-6.1100554,31.218388,38.320312,35.405502,1.2088907,771.5832,528.159,610.92773
[*]c1ccc(-c2ccc(-c3cccc4c3C(=O)N(c3cc(C)c(OC(=O)c5cccc6c5C(=O)N([*])C6=O)c(C)c3)C4=O)cc2)cc1,3.3166373,2.874022,3.196331,5.8013964,2.2087088,1.9138125,1.6118536,96.90373,77.63101,1855.1505,0.51801777,9.012566,25.520536,2.368439,0.50017226,22.764204,-6.0741158,30.097813,34.235527,35.43676,1.2833127,755.28876,562.2581,638.8256
[*]c1ccc(Oc2ccc(-c3ccc(C(=O)O)cc3-c3nnc([*])o3)cc2C)cc1,3.6497502,3.2243333,3.2925441,6.0490127,2.3690767,1.9138935,1.5990816,80.85652,57.86375,1725.2494,0.58305764,6.8752236,17.047266,2.235896,0.5558531,16.26342,-6.070541,33.11617,44.371044,39.40897,1.2190263,668.16327,515.6336,602.98755
[*]c1cc(-c2ccccc2)ccc1N(c1ccc(N=Cc2ccc(-c3ccccc3)cc2)cc1)c1ccc2c(c1)C(=O)N([*])C2=O,3.5602903,3.2365603,3.4595976,5.895153,2.3860862,1.9220201,1.6229725,85.06158,70.47859,1956.5559,1.0823841,18.410206,34.05596,4.3834167,1.0287328,28.352537,-6.1118064,30.108988,34.89026,33.026115,1.2192447,669.29816,512.96844,599.83405
[*]C(=O)N1CCC(C(C)(C)c2cccc3c2C(=O)c2cccc(C(=O)c4ccc([*])cc4)c2C3=O)CC1,3.6168797,3.3163235,3.3967433,5.9860096,2.1709604,1.8806553,1.592996,71.177315,66.674034,1855.7461,0.70460355,11.308076,26.815405,2.6326811,0.79480875,25.245155,-6.1533475,28.749964,34.54975,33.417538,1.2133883,723.3768,502.53806,590.92755
[*]c1ccc(-n2c(-c3ccc(C#N)cc3)nnc2-c2nnc([*])n2-c2cccnc2)cc1,3.587782,3.1492422,3.479028,5.6862545,2.0188243,1.8549844,1.5833033,69.916374,59.380222,1827.0339,0.6415373,11.419382,18.494555,2.7432523,0.6986424,17.992384,-6.091441,29.552788,34.90974,33.246666,1.2119067,730.49036,509.5784,593.8292
[*]C1COC2C(c3cc(-c4nc5ccccc5[nH]4)cc(N4C(=O)c5ccc(C6CCC(c7ccc8c(c7)C(=O)N([*])C8=O)C(C)C6)cc5C4=O)c3)COC12,3.4578016,3.1307633,3.3622983,5.7956166,2.1545293,1.8643521,1.5895102,95.09115,70.87141,2005.1416,0.72576296,7.471383,19.563126,2.082009,0.49543548,19.0348,-6.0825663,28.840805,33.02952,32.90672,1.2383449,696.9003,524.5251,580.4972
[*]c1ccc(SSC(=O)N2CCC(c3c(C)cc(-c4c(N5C(=O)c6ccc([*])cc6C5=O)ccc5ccccc45)cc3C)CC2)cc1,3.3195367,3.100749,3.3458343,5.826974,2.4262216,1.9033772,1.6061106,76.949104,72.80669,1869.1082,0.45997834,12.91831,31.432835,3.00345,0.56877494,30.351572,-6.098192,32.555916,43.074535,36.624504,1.2049748,731.6554,510.70145,589.7868
[*]c1ccc(N2C(=O)c3ccc(C(C)(C)c4ccc(-c5c(C)cc(-c6ccc(S([*])(=O)=O)cc6)cc5C)cc4)cc3C2=O)cc1,3.5629463,3.2252662,3.2884436,6.0412083,2.360415,1.8544475,1.5836644,77.22147,65.1687,1912.1163,0.35808957,8.247658,23.245321,2.129239,0.3939451,21.38731,-6.1422405,30.558302,37.26402,34.211792,1.1909714,771.5772,540.44366,618.83594
[*]c1ccc(-c2ccc3c(c2)C(=O)N([*])C3=O)c(C2CCC(c3c(-c4c(C(F)(F)F)ccc5ccccc45)ccc4ccccc34)CC2)c1,3.4893353,3.2861414,3.3892677,5.88849,2.268212,1.9447069,1.6319339,78.537025,64.79266,1764.8167,0.82322633,16.134224,35.70582,3.750575,0.8970555,32.531857,-6.0230694,33.532684,38.647816,36.303993,1.2373787,751.8496,524.0406,608.0831
[*]N1C(=O)c2ccc(-c3ccc4[nH]c(N5C(=O)c6ccc(-c7nc8cc(-c9nc%10cc(-c%11ccc(C%12CCCN%12[*])cc%11)ccc%10[nH]9)ccc8[nH]7)cc6C5=O)nc4c3)cc2C1=O,3.0405667,2.7564926,3.1730154,5.5969024,2.2800584,2.0148785,1.674817,97.417534,72.701614,2063.393,1.1469393,9.0082655,20.030674,2.546141,0.725049,18.790894,-6.0419655,31.366238,40.634617,38.231155,1.2692147,769.3549,519.3985,606.74023
[*]c1ccc2c(c1)C(=O)N(c1cc(-c3ccc([*])cc3-c3cccc(P(=O)(c4ccccc4)c4cccc(C(C)(C)C)c4)c3)ccc1-c1ccc(O)cc1)C2=O,3.5139573,3.2590253,3.3588586,5.8650107,2.1334834,1.9621139,1.6407003,86.19261,75.19839,2312.655,0.57244444,11.459674,25.165829,3.050403,0.60848284,24.55053,-6.1020393,31.661646,37.803932,36.865417,1.2338114,780.4044,517.23285,614.3893
[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(c1cccc(P(=O)(c4ccc(-c5cc([*])nc6ccccc56)cc4)c4cccc(-c5ccc(C67CC8CC(CC(C8)C6)C7)cc5C)c4)c1)C3=O)C2=O,3.0761547,2.7988286,3.2605183,5.623548,2.348974,1.9362285,1.6300142,92.437996,73.606995,2163.3796,0.6413977,11.087761,24.656256,3.0890179,0.61388075,22.346422,-6.102049,31.380754,35.881996,35.155796,1.23966,759.90485,544.65625,629.8375
[*]c1ccc(-c2ccc3ccccc3c2C(C)(C)c2cccc3c2C(=O)c2cccc(N4C(=O)c5ccc(N6CCC([*])CC6)cc5C4=O)c2C3=O)cc1,3.3261378,3.0883095,3.4349425,5.72694,2.3209486,1.899879,1.6109297,77.475975,72.3445,1762.5707,0.5948956,11.843464,29.550596,2.661432,0.75337887,28.719593,-6.155484,28.716446,34.09022,32.9329,1.2031664,755.5787,517.326,595.1981
[*]c1ccc(-c2ccc(C3(c4ccc(-c5ccc(-c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C)c(C)c5)cc4)c4cc(CO)ccc4-c4ccc([N+](=O)[O-])cc43)cc2)cc1,3.39086,3.0425127,3.3384755,5.861015,2.4640894,1.9604189,1.6373359,102.10272,78.19863,2141.3635,0.7357824,13.497848,28.635214,3.6988277,0.84655476,25.58396,-6.0830603,32.041904,40.824802,37.984848,1.2518302,707.7546,543.9524,621.2133
[*]c1ccc(-c2ccc(-c3ccc4c(c3)C(=O)N([*])C4=O)c(-c3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)c2)c(N2C(=O)c3ccc(-c4c5ccccc5cc5ccccc45)cc3C2=O)c1,3.073117,2.9086423,3.2034378,5.7610064,2.5009542,1.9837112,1.6595337,100.63141,79.9977,2121.7273,0.48941648,10.150057,23.666817,2.4779723,0.5995028,23.838032,-6.1297765,30.695019,33.899708,31.895967,1.1870779,780.0137,546.7597,611.8776
[*]c1ccc(Oc2ccccc2-c2ccc(-c3nc4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4o3)cc2)cc1,3.487571,3.0930195,3.4529588,5.815495,2.273751,1.9917792,1.655491,88.28957,67.61278,1851.4148,0.73044956,11.120823,25.268124,2.9830449,0.65577054,22.75409,-6.095873,29.45013,36.6707,34.831055,1.2166389,758.996,535.8198,605.54016
[*]N1C(=O)c2ccc(-c3ccc(-c4ccc(N=CCCCC=Nc5ccc(-c6cccc(C7(C)CC(c8ccc9c(c8)C(=O)N([*])C9=O)CC(C)(C)C7)c6)cc5)cc4)cc3)cc2C1=O,2.9957767,2.6894405,3.1172051,5.607908,2.337843,1.970199,1.6496999,98.1861,78.99013,2117.787,0.9697294,12.800179,26.019228,3.203525,0.75742483,22.203188,-6.1276474,30.057837,33.680763,33.442657,1.2323104,727.34033,522.0346,610.7211
[*]Oc1ccc(C2(C)CC(C)(C)c3cc(-n4nc(-c5ccc(S(=O)(=O)c6ccc(O[*])cc6)cc5)c5cc(-c6ccccc6)ccc5c4=O)ccc32)cc1,3.4423032,3.0769868,3.4054303,5.757694,2.2935877,1.9683305,1.6387074,83.936516,75.11007,2065.9119,1.1622617,14.037876,28.717878,3.9163766,1.032793,24.284073,-6.1059065,30.963707,38.27686,34.711334,1.1973202,694.49963,519.1951,616.7064
[*]NC(=O)c1ccc(N=Nc2ccc(-c3ccc(C4CCC(c5ccc(N=Nc6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)CC4)cc3)cc2)cc1,2.9873683,2.6399915,3.094889,5.5232825,2.1374502,1.9214989,1.6235869,83.793175,63.703022,1934.9347,1.0039735,17.388731,34.171894,4.942512,1.1081607,27.091976,-6.1035047,31.119656,38.005272,35.71214,1.2233852,715.12634,521.26874,603.4702
[*]c1ccc(N(c2ccc(-c3cccc(-c4ccc([N+](=O)[O-])cc4)c3C#N)cc2)c2ccc3c(c2)C(=O)N([*])C3=O)cc1,3.4454486,3.0450788,3.3406353,5.9699492,2.4818313,2.046113,1.6802714,99.934395,76.2082,2087.117,0.36016583,7.5303745,21.531303,1.7528517,0.40926456,19.03732,-6.0712676,29.637981,34.955967,34.54398,1.2323121,751.182,551.14246,622.11
[*]Nc1ccc(N2C(=O)c3ccc(-c4cc(Cc5ccccc5)n(-c5ccc(N[*])cc5)n4)cc3C2=O)cc1,3.0007505,2.7664878,3.198146,5.6097765,2.4034092,1.9418516,1.6251351,91.29269,77.78735,2334.5227,0.89010096,8.884152,19.478382,2.383281,0.82163334,17.994621,-6.110916,32.74969,37.428177,34.03591,1.2268227,749.6371,506.33545,586.8113
[*]c1cccc(-c2ccc(S(=O)(=O)c3ccc(C4CC(=O)N(C5CC(=O)N(c6ccc(C([*])(C(F)(F)F)C(F)(F)F)c(C)c6)C5=O)C4=O)cc3)cc2)c1,3.500729,3.1362066,3.3833718,5.890545,2.3820808,1.9335431,1.6272196,90.740524,71.32122,1974.0651,0.38344443,7.6554976,21.81349,1.9801056,0.40057874,20.176767,-5.993985,34.148796,42.860355,39.214573,1.2572424,696.06915,498.53876,572.0207
[*]c1nnc(-c2ccc(-c3ccc(-c4nnc(Nc5cccc6c5C(=O)N([*])C6=O)o4)cc3)cc2)o1,3.3827775,2.9087975,3.336144,5.78967,2.3052669,1.9920294,1.6512803,96.238884,71.2616,1813.2625,1.0636315,15.402729,37.517265,4.1411023,0.9358027,33.543964,-6.106935,29.657814,34.843742,34.008923,1.2211548,705.8903,555.08105,633.8268
[*]Nc1cccc2c(Sc3ccc(-c4ccc(-c5ccc([*])cc5)c(C(C)(C)C)c4)cc3)cccc12,3.5182204,3.1749368,3.4605682,5.782041,2.2539392,2.029999,1.6697003,78.02274,73.54882,2164.0728,0.9304793,17.343304,35.64605,4.478898,0.88583565,30.927965,-6.104657,31.740273,38.89136,36.679184,1.230578,772.9835,511.2037,640.96606
[*]CCCCCCCCCCCCCCCCCCCc1cc2c(cc1Cl)C(=O)N(c1ccc(-c3ccc(-c4nc5ccc(N6C(=O)c7cc(Cl)c(C[*])cc7C6=O)cc5[nH]4)c(Br)c3)cc1Br)C2=O,2.948732,2.616162,3.169972,5.468287,2.1843069,2.0109017,1.6796492,97.34656,77.82947,1789.5857,0.6844106,11.875528,27.145487,2.646251,0.69488347,25.577408,-6.0528636,31.263195,37.23986,36.467587,1.2798476,735.05304,477.02948,584.6828
[*]C(=O)c1ccc(Cc2ccc(C3(c4ccc(-c5ccc(N=Nc6ccc([N+](=O)[O-])cc6)c(-c6cccc([*])c6)c5)cc4)c4ccccc4-c4ccccc43)cc2)cc1C,3.4399908,3.1009116,3.4380856,5.748749,2.3391993,1.9513727,1.634282,96.879135,73.01712,2195.6985,0.81792617,11.460125,27.023394,3.438242,0.8366153,23.61597,-6.1277833,31.052475,36.987366,35.446632,1.2222006,752.2549,536.2917,602.8583
[*]c1ccc(-c2ccc(-c3ccccc3)c(N3C(=O)c4ccc(-c5ccc(N=Cc6ccc(C7CC(=O)N([*])C7=O)cc6)cc5)cc4C3=O)c2)cc1,3.2628062,2.8330376,3.2115507,5.824909,2.509107,1.9375862,1.6305727,93.83379,70.55889,1822.1926,0.56753004,10.85158,24.487543,2.876944,0.56174076,20.250257,-6.066263,32.163563,43.075363,36.712193,1.234148,684.0413,522.8418,609.2519
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)cc3-c3ccc4c(c3)C(=O)N([*])C4=O)cc2C2CCCCC2)cc1,3.2837214,2.9739347,3.2126765,5.8886094,2.473503,1.93943,1.633098,89.979164,71.21858,2082.6536,0.7003639,10.496429,23.590721,2.68855,0.6031519,21.083635,-6.073136,31.172108,38.18969,36.85041,1.2515047,720.2917,517.48956,592.0664
[*]c1ccc(C(=O)c2ccc(-c3ccc(-c4cnc5ccccc5c4)cc3-c3cccc([*])c3)cc2)cc1,3.65598,3.3885095,3.4996417,5.8582397,2.278037,2.0366235,1.6683626,82.511566,73.86101,2368.6882,1.0506,10.357271,22.751722,2.7219539,0.9269246,22.796757,-6.103403,33.327908,41.638077,38.11629,1.2580245,747.71893,492.1262,594.6941
[*]c1cccc(P(=O)(c2ccccc2)c2cccc(-c3ccccc3-c3nc(-c4cc5c(cc4Cl)C(=O)N(c4ccc(S([*])(=O)=O)cc4)C5=O)[nH]c3C(F)(F)F)c2)c1,3.6914349,3.4560726,3.4493523,6.046774,2.4069118,2.045296,1.669209,79.86209,64.12326,1827.9281,0.41915607,9.008343,21.470295,2.2484818,0.440372,20.815977,-6.029543,34.447166,37.058018,37.207104,1.2283149,748.61163,528.9481,606.2832
[*]Oc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6([*])OCc7ccccc76)cc5)cc4C)c(C)c3)c(C)c2)c(C)c1,3.7261024,3.4385414,3.5268128,5.861593,2.1591473,1.9132774,1.5982286,77.30587,64.072296,1825.8784,0.7256856,6.623207,16.90167,2.0105402,0.58328223,16.411598,-6.1379724,29.232643,36.271736,33.136696,1.1981037,738.58154,489.96262,576.7608
[*]c1ccc(-c2ccc(-c3ccc(C4(c5c(-c6ccc7c(c6)C(=O)N([*])C7=O)ccc6ccccc56)CC5CCC4C5)cc3C)cc2C)cc1,3.494892,3.2494447,3.4173293,5.843655,2.346987,1.911351,1.6117864,82.42017,67.35471,1873.418,1.000757,18.370037,37.551113,4.4661136,0.93042743,32.04042,-6.1294904,30.47878,36.809185,33.50983,1.2180651,764.1495,555.23956,633.4521
[*]CC([*])C(=O)Oc1cc(NC=O)ccc1-c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)N(C(C)(C)C)C3=O)C2=O,2.9197316,2.5916946,3.0517704,5.675598,2.2720249,1.8404689,1.5899734,96.18911,77.39644,1938.907,0.5211184,7.5762367,19.811207,1.8242698,0.5284593,17.940947,-5.999327,33.202374,41.42581,38.34361,1.2879556,713.3166,499.36102,607.2531
[*]c1nc2ccc(Oc3cc(C)c(-c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)c(C)c4)c(C)c3)cc2c(=O)o1,3.4479072,3.0492342,3.240278,5.965828,2.4414954,1.9117795,1.6123668,89.66819,62.302784,1877.967,0.4257443,7.301441,19.718973,2.1993368,0.4424727,17.022144,-6.093441,30.35559,35.73,34.091026,1.222893,737.6582,543.2712,631.8304
[*]c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(C(C)(C)C)cc2N2C(=O)C([*])C(c4ccc([N+](=O)[O-])cc4)C2=O)C3=O)cc1,2.901535,2.4974682,3.0964298,5.6900125,2.56597,1.8961387,1.6139961,89.8981,70.31668,1852.6122,0.5508193,12.21898,25.245811,2.8229084,0.6108701,21.44995,-6.1003985,28.95199,34.74005,33.37166,1.2232326,685.62256,521.0576,589.8847
[*]c1ccc(-c2ccc(C3(c4ccc(-c5cccc(C6C(=O)N(c7ccc8c(c7)C(=O)N(c7ccc(N=Nc9ccc([N+](=O)[O-])cc9Cl)c(C)c7)C8=O)C(=O)C6[*])c5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,3.0526226,2.7718098,3.2036116,5.5451503,2.2534766,1.9807049,1.6550945,100.919044,79.596725,2298.2356,0.5847335,14.268484,31.993141,3.1537867,0.5908822,26.020155,-6.119643,30.350225,35.626022,34.03934,1.2139446,727.81,557.72095,619.9961
[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(-c6c(C)cc(Nc7cc(C)c([*])c(C)c7)cc6C)cc5)cc4)cc3)cc1)C2=O,3.6350725,3.2858386,3.499883,5.953227,2.345387,1.9535482,1.6409264,76.178955,67.3559,2014.7979,0.80695605,13.121874,27.951218,3.8970575,0.9289851,25.56398,-6.0640364,32.13969,44.01687,39.545506,1.2599931,752.2377,554.20703,615.39465
[*]c1cccc(-c2ccccc2C(=O)Oc2ccc(C3(c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4)c4ccccc4-c4ccccc43)cc2)c1,3.5383208,3.21357,3.366492,5.906668,2.2581017,1.9413207,1.6305546,91.67871,70.11167,2213.428,1.0474634,13.498265,30.410275,3.8636498,1.0059974,30.17092,-6.0616665,33.633972,42.334988,39.37595,1.264731,739.3364,537.74304,611.4238
[*]c1ccc(P(=O)(c2ccccc2)c2ccc(-c3ccc(N4C(=O)c5ccc(C6CCC(SSc7ccc8c(c7)C(=O)N([*])C8=O)CC6)cc5C4=O)c(C)c3)cc2)cc1,3.4727418,3.157524,3.3472927,5.898654,2.3020399,1.927832,1.6223435,80.593315,63.129555,1709.3119,0.3936429,8.380872,21.299162,2.2856576,0.38210154,18.059858,-6.0291924,32.31084,42.32272,39.08598,1.2695735,740.8173,499.37244,598.28265
[*]c1ccc(-c2cc(F)cc(F)c2)c(-c2nc([*])nc(-c3ccc(N=Nc4ccc(-c5ccc(C)c(OC)c5)cc4)cc3)n2)c1,3.485387,3.1589324,3.3884752,5.667372,2.069073,1.9676182,1.6420617,87.23958,72.4517,2039.0118,1.1264672,15.814882,35.894665,4.894968,1.0363848,33.671066,-6.0255213,34.87401,41.981186,39.530617,1.2311101,739.7091,499.51715,582.4758
